name,hall_of_fame_class,year_drafted,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,eff
Antonio McDyess,,1995,76,30,13.4,5.6,11.6,48.5,0,0.1,0,2.2,3.2,68.3,3,4.5,7.5,1,0.7,1.5,2,15.1
Arvydas Sabonis,2011,1995,73,23.8,14.5,5.4,9.9,54.5,0.5,1.4,37.5,3.2,4.2,75.7,2,6,8.1,1.8,0.9,1.1,2.1,18.6
Ashraf Amaya,,1995,54,20.4,6.3,2.2,4.7,48,0,0,0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,8.6
Bob Sura,,1995,79,14.6,5.3,1.9,4.6,41.1,0.3,1,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,6.3
Brent Barry,,1995,79,24,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81,0.5,1.6,2.1,2.9,1.2,0.3,1.5,10.8
Bryant Reeves,,1995,77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,14.1
Cherokee Parks,,1995,64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1,66.1,1,2.3,3.4,0.5,0.4,0.5,0.5,5.5
Chris Carr,,1995,60,9.8,4,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,3.7
Corliss Williamson,,1995,53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,3.7
Cory Alexander,,1995,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64,0.2,0.6,0.7,2,0.5,0,1.1,3.2
Damon Stoudamire,,1995,70,40.9,19,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4,9.3,1.4,0.3,3.8,20.1
Don Reid,,1995,69,14.4,3.8,1.5,2.7,56.7,0,0,0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,6
Eric Snow,,1995,43,9,2.7,1,2.3,42,0,0.2,20,0.7,1.1,59.2,0.2,0.8,1,1.7,0.7,0,0.9,3.3
Eric Williams,,1995,64,23,10.7,3.8,8.5,44.1,0,0.2,30,3.1,4.7,67.1,1.4,2,3.4,1.1,0.9,0.2,1.4,8.6
Gary Trent,,1995,69,17.7,7.5,3.2,6.2,51.3,0,0.1,0,1.1,2,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,6.9
George Zidek,,1995,71,12.5,4,1.5,3.5,42.3,0,0,0,1,1.3,76.3,1,1.6,2.6,0.2,0.1,0.1,0.5,4.1
Greg Ostertag,,1995,57,11.6,3.6,1.5,3.2,47.3,0,0,0,0.6,0.9,66.7,1,2.1,3.1,0.1,0.1,1.1,0.4,5.6
Jason Caffey,,1995,57,9.6,3.2,1.2,2.8,43.8,0,0,0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,3
Jerome Allen,,1995,41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,2.3
Jerry Stackhouse,,1995,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,14.7
Jimmy King,,1995,62,14,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1,4.6
Joe Smith,,1995,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1,1,1.6,1.7,18.1
Junior Burrough,,1995,61,8.1,3.1,1,2.8,37.6,0,0,0,1,1.5,65.6,0.7,1,1.8,0.2,0.3,0.2,0.7,2.6
Kevin Garnett,,1995,80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,6.3,1.8,1.1,1.6,1.4,14.6
Kurt Thomas,,1995,74,22.4,9,3.7,7.4,50.1,0,0,0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,10.9
Lawrence Moten,,1995,44,13,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1,5.3
Loren Meyer,,1995,72,17.6,5,2,4.6,43.9,0,0.2,27.3,1,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,7
Lou Roe,,1995,49,7.6,1.8,0.7,1.8,35.6,0,0.2,22.2,0.5,0.7,75,0.6,1,1.6,0.3,0.2,0.2,0.3,2.4
Marques Bragg,,1995,53,7,2.5,1,2.3,45,0,0,0,0.4,0.8,56.1,0.7,0.8,1.5,0.2,0.3,0.1,0.5,2.5
Michael Finley,,1995,82,39.2,15,5.7,11.9,47.6,0.7,2.3,32.8,3,3.9,74.9,1.7,2.9,4.6,3.5,1,0.4,1.6,15.7
Rasheed Wallace,,1995,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65,1.4,3.2,4.7,1.3,0.7,0.8,1.6,10.8
Shawn Respert,,1995,62,13.6,4.9,1.8,4.7,38.7,0.7,2,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,4.1
Terrence Rencher,,1995,36,11.3,2.9,0.9,2.8,33,0.3,0.8,31,0.9,1.3,67.4,0.3,1,1.2,1.5,0.4,0.1,1.2,2.7
Theo Ratliff,,1995,75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,7.9
Todd Mundt,,1995,33,4.6,1.1,0.5,1.2,39,0,0,0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,1.3
Travis Best,,1995,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,3.6
Tyus Edney,,1995,80,31,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0,2.4,12
Allen Iverson,2016,1996,76,40.1,23.5,8.2,19.8,41.6,2,6,34.1,5,7.2,70.2,1.5,2.6,4.1,7.5,2.1,0.3,4.4,19.3
Antoine Walker,,1996,82,36.2,17.5,7,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,1.3,0.7,2.8,17.7
Brett Szabo,,1996,70,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,3.7
Chris Robinson,,1996,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,5
Darvin Ham,,1996,36,8.8,2.3,0.9,1.7,53.2,0,0,0,0.5,1,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,2.8
Dean Garrett,,1996,68,24.5,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,14.2
Derek Fisher,,1996,80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,3.8
Erick Dampier,,1996,72,14.6,5.1,1.8,4.7,39,0,0,100,1.5,2.3,63.7,1.3,2.8,4.1,0.6,0.3,1,1.2,6.2
Jamie Feick,,1996,41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2,3.2,5.2,0.6,0.4,0.3,0.8,6.2
Jermaine O'Neal,,1996,45,10.2,4.1,1.5,3.4,45.1,0,0,0,1,1.7,60.3,0.9,1.9,2.8,0.2,0,0.6,0.6,4.5
John Wallace,,1996,68,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,5
Kerry Kittles,,1996,82,36.7,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3,1.9,0.4,1.6,15.2
Kobe Bryant,,1996,71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,6.3
Lorenzen Wright,,1996,77,25.1,7.3,3.1,6.4,48.1,0,0.1,25,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1,10.3
Malik Rose,,1996,54,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.5,0.3,0.8,5
Marcus Camby,,1996,63,30.1,14.8,6,12.3,48.2,0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,1.1,2.1,2.1,15.9
Mark Bradtke,,1996,36,7,1.6,0.7,1.6,43.1,0,0,0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,2.7
Martin Muursepp,,1996,42,8.3,3.7,1.3,3.1,41.2,0.1,0.6,16.7,1,1.7,62.9,0.8,0.8,1.6,0.5,0.3,0.3,0.4,3.5
Matt Maloney,,1996,82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1,0,1.5,10.1
Othella Harrington,,1996,57,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1,6
Priest Lauderdale,,1996,35,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0,0.3,1.1,2.5
Randy Livingston,,1996,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,0.6,0.2,1.6,4.6
Ray Allen,,1996,82,30.9,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,0.9,0.1,1.8,12.3
Ray Owes,,1996,57,10.4,3.1,1.3,3.2,41.7,0,0.1,20,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,4.2
Samaki Walker,,1996,43,14,5,1.9,4.3,44.4,0,0,0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,5.7
Shandon Anderson,,1996,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,5.8
Shane Heal,,1996,43,5.5,1.7,0.6,2.3,26.8,0.5,1.5,30.8,0.1,0.1,60,0,0.4,0.4,0.8,0.1,0.1,0.4,1
Shareef Abdur-Rahim,,1996,80,35,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1,1,2.8,17
Stephon Marbury,,1996,67,34.7,15.8,5.3,13,40.8,1.5,4.3,35.4,3.7,5,72.7,0.8,1.9,2.7,7.8,1,0.3,3.1,15.4
Steve Hamer,,1996,35,7.7,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,2.7
Steve Nash,,1996,65,10.5,3.3,1.1,2.7,42.3,0.4,0.8,41.8,0.6,0.8,82.4,0.2,0.7,1,2.1,0.3,0,1,4
Todd Fuller,,1996,75,12.7,4.1,1.5,3.5,42.9,0,0,0,1,1.5,69.1,1.4,1.9,3.3,0.3,0.1,0.3,0.7,4.9
Tony Delk,,1996,61,14.2,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,5.9
Travis Knight,,1996,71,16.3,4.8,2,3.9,50.9,0,0,0,0.9,1.4,62,1.8,2.7,4.5,0.5,0.4,0.8,0.7,8
Vitaly Potapenko,,1996,80,15.5,5.8,2.3,5.3,44,0,0,50,1.2,1.6,73.6,1.3,1.4,2.7,0.5,0.3,0.4,1.4,5
Walter McCarty,,1996,35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1.5
Adonal Foyle,,1997,55,11.9,3,1.3,3.1,40.6,0,0,0,0.5,1.1,43.5,1.3,2,3.3,0.3,0.2,0.9,0.9,4.4
Alvin Williams,,1997,54,19.8,6,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,5.7
Anthony Johnson,,1997,77,29.4,7.5,2.9,7.9,37.1,0.5,1.7,32.8,1,1.4,72.7,0.7,1.6,2.2,4.3,0.8,0.1,1.6,7.9
Anthony Parker,,1997,37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65,0.2,0.5,0.7,0.5,0.3,0.1,0.3,2
Antonio Daniels,,1997,74,26.4,7.8,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1.9,4.5,0.7,0.1,2.2,7.8
Bobby Jackson,,1997,68,30,11.6,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,4.4,4.7,1.5,0.2,2.7,12.1
Brevin Knight,,1997,80,31,9,3.3,7.4,44.1,0,0.1,0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,15.9
Bubba Wells,,1997,39,10.1,3.3,1.2,3,41.4,0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,3.5
Cedric Henderson,,1997,82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,10.6
Chauncey Billups,,1997,80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,10.3
Chris Anstey,,1997,41,16.6,5.9,2.2,5.6,39.8,0.1,0.4,18.8,1.3,1.8,71.6,1.3,2.5,3.8,0.9,0.8,0.7,1,7
Chris Crawford,,1997,40,6.4,3.8,1.2,2.8,41.8,0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1,0.2,0.3,0.2,0.5,3.2
Chris Garner,,1997,38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,1.9
Danny Fortson,,1997,80,22.6,10.2,3.5,7.6,45.2,0,0,33.3,3.3,4.2,77.6,2.3,3.3,5.6,1,0.6,0.4,2,10.6
Derek Anderson,,1997,66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2,2.8,3.4,1.3,0.2,1.9,11.6
Eric Washington,,1997,66,23.3,7.7,3,7.5,40.4,0.7,2.1,32.1,1,1.3,78.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,6.2
Jacque Vaughn,,1997,45,9.3,3.1,1,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0,1.2,2.6
Jerald Honeycutt,,1997,38,13.9,6.4,2.4,5.8,40.7,0.8,2,37.7,0.9,1.5,62.1,0.7,1.7,2.4,0.9,0.5,0.2,1.3,5.1
John Thomas,,1997,54,9.9,2.8,1,2.1,48.7,0,0,0,0.8,1,75.9,0.9,1.1,2,0.3,0.4,0.2,0.8,3.5
Keith Closs,,1997,58,12.8,4,1.6,3.6,44.9,0,0,0,0.8,1.3,59.7,1.1,1.8,2.9,0.3,0.2,1.4,0.7,5.7
Keith Van Horn,,1997,62,37.5,19.7,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,6.6,1.7,1,0.4,2.6,16.3
Kelvin Cato,,1997,74,13.6,3.8,1.3,3.1,42.8,0,0,0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,6.3
Kevin Ollie,,1997,35,12.3,3.5,1.1,2.8,37.8,0,0,0,1.4,2,70,0.3,0.9,1.1,1.9,0.4,0,1.3,3.3
Lawrence Funderburke,,1997,52,21,9.5,3.7,7.5,49,0,0.1,14.3,2.1,3.1,67.9,1.5,3,4.5,1.2,0.4,0.3,1.2,9.8
Maurice Taylor,,1997,71,21.3,11.5,4.5,9.5,47.6,0,0,0,2.4,3.4,70.9,1.7,2.5,4.2,0.7,0.5,0.6,1.5,9.9
Michael Stewart,,1997,81,21.7,4.6,1.9,4,48,0,0,0,0.8,1.8,45.8,2.4,4.2,6.6,0.8,0.4,2.4,1.1,10.7
Rick Brunson,,1997,38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,4.8
Rodrick Rhodes,,1997,58,18.4,5.8,1.9,5.3,36.7,0,0.1,25,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,4
Ron Mercer,,1997,80,33.3,15.3,6.4,14.3,45,0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,12.8
Tariq Abdul-Wahad,,1997,59,16.3,6.4,2.4,6.1,40.3,0.1,0.3,21.1,1.4,2.1,67.2,0.7,1.2,2,0.9,0.6,0.2,1.1,4.6
Tim Duncan,,1997,82,39.1,21.1,8.6,15.7,54.9,0,0.1,0,3.9,5.9,66.2,3.3,8.6,11.9,2.7,0.7,2.5,3.4,26.5
Tim Thomas,,1997,77,23.1,11,4,8.9,44.7,0.8,2.2,36.3,2.2,3,74,1.4,2.4,3.7,1.2,0.7,0.2,1.5,9.6
Tony Battie,,1997,65,23.2,8.4,3.6,8.1,44.6,0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,10.1
Tracy McGrady,,1997,64,18.4,7,2.8,6.2,45,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1,9.5
Travis Williams,,1997,39,9.4,3.5,1.4,3.1,47.1,0,0,0,0.6,1.2,52.2,1.4,1,2.4,0.5,0.5,0.1,0.8,4
Zydrunas Ilgauskas,,1997,82,29,13.9,5.5,10.7,51.8,0,0,25,2.8,3.7,76.2,3.4,5.4,8.8,0.9,0.6,1.6,1.8,18
Andrae Patterson,,1998,35,8.1,3.3,1.2,2.8,44.3,0,0.1,0,0.8,1,77.8,0.9,1,1.9,0.4,0.5,0.2,0.6,3.9
Antawn Jamison,,1998,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,10.4
Brad Miller,,1998,38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,7.7
Bryce Drew,,1998,34,13,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100,0.1,0.9,0.9,1.5,0.3,0.1,0.9,3.1
Charles R. Jones,,1998,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,3.1
Corey Benjamin,,1998,31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,2.6
Cory Carr,,1998,42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75,0.2,1,1.2,1.6,0.5,0.2,1.1,2.7
Cuttino Mobley,,1998,49,29.7,9.9,3.5,8.3,42.5,1.1,3,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,9.3
Damon Jones,,1998,24,14.3,5.2,1.8,5,36.1,1,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1.8,1.8,0.5,0,0.7,5.3
Dirk Nowitzki,,1998,47,20.4,8.2,2.9,7.1,40.5,0.3,1.4,20.6,2.1,2.7,77.3,0.9,2.6,3.4,1,0.6,0.6,1.6,7.4
Earl Boykins,,1998,22,10,3,1.4,3.6,38,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0,0.9,2.3
Felipe Lopez,,1998,47,25.9,9.3,3.6,8.1,44.6,0.3,0.9,27.3,1.9,2.9,64.4,1.5,2.1,3.5,1.3,1,0.3,1.7,8.3
Gerald Brown,,1998,33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,1.8
J.R. Henderson,,1998,30,11,3.2,1.2,3.2,36.5,0.1,0.2,40,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,2.7
Jason Williams,,1998,50,36.1,12.8,4.6,12.3,37.4,2,6.5,31,1.6,2.1,75.2,0.3,2.8,3.1,6,1.9,0,2.9,12.7
Jelani McCoy,,1998,26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,7.5
Keon Clark,,1998,28,14.6,3.3,1.3,2.9,45,0,0,0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,5.7
Kornel David,,1998,50,18,6.2,2.2,4.9,44.9,0,0,0,1.8,2.2,81.1,1.4,2.1,3.5,0.8,0.5,0.3,1,7.2
Larry Hughes,,1998,50,19.8,9.1,3.4,8.3,41.1,0.2,1,15.4,2.1,3,70.9,1.7,2.1,3.8,1.5,0.9,0.3,1.4,8.5
Marlon Garnett,,1998,24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,1.8
Matt Harpring,,1998,50,22.3,8.2,3,6.4,46.3,0.2,0.5,40,2,2.9,71.3,1.8,2.5,4.3,0.9,0.6,0.1,1.5,8.3
Michael Dickerson,,1998,50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1.7,1.9,0.5,0.2,1.3,8.5
Michael Doleac,,1998,49,15.9,6.2,2.6,5.4,46.8,0,0,0,1.1,1.6,67.5,1.3,1.7,3,0.4,0.4,0.3,0.5,6.4
Michael Olowokandi,,1998,45,28.4,8.9,3.8,8.9,43.1,0,0,0,1.3,2.6,48.3,2.7,5.3,7.9,0.6,0.6,1.2,1.9,10.9
Mike Bibby,,1998,50,35.2,13.2,5.2,12.1,43,0.3,1.5,20.3,2.5,3.4,75.1,0.6,2.1,2.7,6.5,1.6,0.1,2.9,13.5
Nazr Mohammed,,1998,26,4.7,1.6,0.6,1.6,35.7,0,0,0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1.6
Pat Garrity,,1998,39,13.8,5.6,2.2,4.4,50,0.2,0.5,38.9,1,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,5.1
Paul Pierce,,1998,48,34,16.5,5.9,13.5,43.9,1.8,4.3,41.2,2.9,4.1,71.3,2.4,4,6.4,2.4,1.7,1,2.4,17
Peja Stojakovic,,1998,48,21.4,8.4,2.9,7.8,37.8,1.2,3.7,32,1.3,1.5,85.1,0.9,2.1,3,1.5,0.8,0.1,1.1,7.7
Ricky Davis,,1998,46,12.1,4.5,1.8,4.3,40.5,0,0.3,16.7,1,1.3,76.3,0.9,1,1.8,1.3,0.7,0.1,1.2,4.4
Robert Traylor,,1998,49,16,5.3,2.2,4.1,53.7,0,0,0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,8.1
Roshown McLeod,,1998,34,10.2,4.8,1.8,4.8,38,0,0.3,10,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0,0.7,2.9
Ruben Patterson,,1998,24,6,2.7,0.9,2.1,41.2,0,0.3,16.7,0.9,1.3,71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,2.3
Toby Bailey,,1998,27,9.2,2.9,1.3,3.2,39.5,0,0.2,20,0.3,0.5,69.2,0.9,1.1,2,0.5,0.3,0.1,0.4,3.3
Tyrone Nesby,,1998,50,25.8,10.1,3.6,8.1,44.9,0.7,1.9,36.5,2.1,2.7,78.2,1.1,2.4,3.5,1.6,1.5,0.4,1.1,11
Vince Carter,,1998,50,35.2,18.3,6.9,15.3,45,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3,1.1,1.5,2.2,17.6
Vladimir Stepania,,1998,23,13.6,5.5,2.3,5.4,42.4,0,0.1,0,0.9,1.7,52.5,1.2,2.1,3.3,0.5,0.4,1,1.4,5.4
Adrian Griffin,,1999,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,11
Andre Miller,,1999,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1,2.4,3.4,5.8,1,0.2,2,13.7
Anthony Carter,,1999,79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,8.4
Baron Davis,,1999,82,18.6,5.9,2.2,5.3,42,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2,3.8,1.2,0.2,1.7,7.7
Cal Bowdler,,1999,46,9.2,2.7,1.1,2.5,42.6,0,0,0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,3.1
Chris Herren,,1999,45,13.3,3.1,1,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0,0.9,4.2
Chucky Atkins,,1999,82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,8.1
Corey Maggette,,1999,77,17.8,8.4,2.9,6.1,47.8,0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,7.9
Devean George,,1999,49,7,3.2,1.1,2.9,38.9,0.3,1,34,0.6,0.8,65.9,0.6,0.9,1.5,0.2,0.2,0.1,0.4,2.7
Eddie Robinson,,1999,67,16.6,7,3.2,5.8,54.9,0,0.1,0,0.7,1,73.4,0.8,1.9,2.7,0.5,0.7,0.4,0.6,7.9
Elton Brand,,1999,81,37,20.1,7.8,16.1,48.2,0,0,0,4.5,6.6,68.5,4.3,5.7,10,1.9,0.8,1.6,2.8,21.2
Greg Buckner,,1999,48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,8
James Posey,,1999,81,25.3,8.2,2.8,6.6,42.9,1,2.7,37.3,1.5,1.9,80,1,2.9,3.9,1.8,1.2,0.4,1.2,10.2
Jason Terry,,1999,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2,4.3,1.1,0.1,1.9,9.1
Kenny Thomas,,1999,72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,10
Lamar Odom,,1999,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36,4,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,18.5
Lari Ketner,,1999,22,6,1.5,0.6,1.5,40.6,0,0,0,0.4,0.5,66.7,0.5,1,1.5,0,0.2,0.1,0.5,2
Metta World Peace,,1999,72,31.1,12,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.6,0.5,2.3,11.5
