draft_year,round,pick,team,player,college,yrs,g,mp,pts,trb,ast,fg,3p,ft,minuts_played,points,total_rebounds,assists,win_share,win_sharess_48,box_plus_minus,value_over_replacement
2002,1,4,MEM,Drew Gooden,University of Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11,7.1,1.1,43.9,0.105,-1.5,2.3
2002,1,5,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.3,-2.1
2002,1,6,CLE,Dajuan Wagner,University of Memphis,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0,-5.6,-2
2002,1,7,NYK,Nene Hilario,,15,840,23340,10080,5379,1612,0.545,0.156,0.663,27.8,12,6.4,1.9,66.7,0.137,2,23.5
2002,1,8,LAC,Chris Wilcox,University of Maryland,11,628,12474,5150,3076,455,0.541,0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2
2002,1,9,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,0.537,0.236,0.761,31,18.9,7.8,1.2,92.5,0.169,0.5,16.8
2002,1,10,MIA,Caron Butler,University of Connecticut,14,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5,2.3,50.9,0.086,0.2,15.9
2002,1,11,WAS,Jared Jeffries,Indiana University,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-0.9,3.8
2002,1,12,LAC,Melvin Ely,"California State University, Fresno",9,375,6005,1992,1215,261,0.46,0,0.625,16,5.3,3.2,0.7,4,0.032,-3.6,-2.4
2002,1,13,MIL,Marcus Haislip,University of Tennessee,4,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-6.2,-0.9
2002,1,14,IND,Fred Jones,University of Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077,-0.9,2.8
2002,1,15,HOU,Bostjan Nachbar,,6,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-2.3,-0.4
2002,1,16,PHI,Jiri Welsch,,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-2.1,-0.1
2002,1,17,WAS,Juan Dixon,University of Maryland,7,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-3,-2.1
2002,1,18,ORL,Curtis Borchardt,Stanford University,2,83,1117,258,278,64,0.421,0,0.742,13.5,3.1,3.3,0.8,1,0.041,-2.4,-0.1
2002,1,19,UTA,Ryan Humphrey,University of Notre Dame,3,85,772,197,189,18,0.344,0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-7.6,-1.1
2002,1,20,TOR,Kareem Rush,University of Missouri,7,346,5956,2213,572,353,0.4,0.358,0.703,17.2,6.4,1.7,1,1.7,0.013,-4.1,-3.2
2002,1,21,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-3,-0.5
2002,1,22,PHO,Casey Jacobsen,Stanford University,4,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.3,-0.4
2002,1,23,DET,Tayshaun Prince,University of Kentucky,14,1017,31576,11272,4332,2406,0.455,0.367,0.756,31,11.1,4.3,2.4,63.1,0.096,0.1,16.6
2002,1,24,NJN,Nenad Krstic,,7,419,10547,4210,2261,346,0.494,0.143,0.73,25.2,10,5.4,0.8,21.5,0.098,-2.6,-1.5
2002,1,25,DEN,Frank Williams,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-5,-0.7
2002,1,26,SAS,John Salmons,University of Miami,13,895,23672,8292,2603,2183,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-1,5.8
2002,1,27,LAL,Chris Jefferies,"California State University, Fresno",2,72,861,281,88,29,0.383,0.365,0.667,12,3.9,1.2,0.4,-0.5,-0.03,-6.3,-0.9
2002,1,28,SAC,Dan Dickau,Gonzaga University,6,300,4617,1745,405,752,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-2.3,-0.4
2002,1,29,GSW,Steve Logan,University of Cincinnati,,,,,,,,,,,,,,,,,
2002,1,30,CHI,Roger Mason,University of Virginia,10,518,9147,3289,897,677,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068,-1.8,0.5
2002,2,31,MEM,Robert Archibald,University of Illinois at Urbana-Champaign,2,44,328,51,69,16,0.283,,0.429,7.5,1.2,1.6,0.4,0,-0.004,-5,-0.2
2002,2,32,DEN,Vincent Yarbrough,University of Tennessee,1,59,1381,406,162,130,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1,0.035,-2.4,-0.1
2002,2,33,MIL,Dan Gadzuric,"University of California, Los Angeles",10,527,7793,2465,2326,196,0.5,0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,-1.3,1.3
2002,2,34,CLE,Carlos Boozer,Duke University,13,861,26901,13976,8192,1928,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.2,22.1
2002,2,35,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,
2002,2,36,ATL,David Andersen,,2,103,1264,501,292,57,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059,-4.2,-0.7
2002,2,37,HOU,Tito Maddox,"California State University, Fresno",1,9,35,11,7,5,0.25,0,0.625,3.9,1.2,0.8,0.6,0,-0.011,-2.2,0
2002,2,38,WAS,Rod Grizzard,University of Alabama,,,,,,,,,,,,,,,,,
2002,2,39,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031,-2.3,-0.1
2002,2,40,LAC,Mario Kasun,,2,73,569,198,188,11,0.467,0,0.636,7.8,2.7,2.6,0.2,0.8,0.069,-5.9,-0.6
2002,2,41,MIL,Ronald Murray,Shaw University,8,487,11077,4817,1006,1096,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,-2.9,-2.6
2002,2,42,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,,,,,
2002,2,43,CHI,Lonny Baxter,University of Maryland,4,162,1884,637,477,40,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-5.1,-1.5
2002,2,44,PHI,Sam Clancy,University of Southern California,,,,,,,,,,,,,,,,,
2002,2,45,MEM,Matt Barnes,"University of California, Los Angeles",14,890,21072,7316,4061,1593,0.438,0.335,0.74,23.7,8.2,4.6,1.8,41.3,0.094,1,16.2
2002,2,46,UTA,Jamal Sampson,University of California,5,72,631,142,242,26,0.491,0,0.537,8.8,2,3.4,0.4,1.4,0.106,-2.1,0
2002,2,47,MIL,Chris Owens,University of Texas at Austin,1,1,6,4,1,0,0.667,,,6,4,1,0,0,-0.032,-10.7,0
2002,2,48,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,
2002,2,49,BOS,Darius Songaila,Wake Forest University,8,495,9229,3415,1689,589,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,-1.7,0.7
2002,2,50,POR,Federico Kammerichs,,,,,,,,,,,,,,,,,,
2002,2,51,MIN,Marcus Taylor,Michigan State University,,,,,,,,,,,,,,,,,
2002,2,52,MIA,Rasual Butler,La Salle University,13,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,-2.1,-0.4
2002,2,53,NJN,Tamar Slay,Marshall University,3,66,517,173,70,31,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029,-6,-0.5
2002,2,54,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,
2002,2,55,SAS,Luis Scola,,10,735,18915,8851,4914,1184,0.493,0.341,0.74,25.7,12,6.7,1.6,45.4,0.115,-0.5,7.2
2002,2,56,SAS,Randy Holcomb,San Diego State University,1,4,11,2,1,0,1,,,2.8,0.5,0.3,0,0,0.15,-1.8,0
2002,2,57,SAC,Corsley Edwards,Central Connecticut State University,1,10,110,27,25,3,0.323,,0.583,11,2.7,2.5,0.3,0.1,0.026,-5.2,-0.1
2001,1,1,WAS,Kwame Brown,,12,607,13389,4035,3333,554,0.492,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.074,-2.1,-0.4
2001,1,2,LAC,Tyson Chandler,,16,1016,28898,8833,9489,859,0.593,0,0.644,28.4,8.7,9.3,0.8,95,0.158,1.6,26.3
2001,1,3,ATL,Pau Gasol,,16,1091,38161,19638,10333,3582,0.51,0.322,0.754,35,18,9.5,3.3,133.9,0.168,3.5,53.2
2001,1,4,CHI,Eddy Curry,,11,527,13109,6820,2725,287,0.545,1,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-3.5,-5
2001,1,5,GSW,Jason Richardson,Michigan State University,13,857,29241,14644,4245,2284,0.438,0.37,0.707,34.1,17.1,5,2.7,59.1,0.097,1.3,24.4
2001,1,6,MEM,Shane Battier,Duke University,13,977,30004,8408,4082,1717,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,2.9,37
2001,1,7,NJN,Eddie Griffin,Seton Hall University,5,303,6729,2171,1744,236,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,-1,1.7
2001,1,8,CLE,DeSagana Diop,,12,601,8403,1185,2219,270,0.427,0.167,0.467,14,2,3.7,0.4,12.8,0.073,0,4.3
2001,1,9,DET,Rodney White,University of North Carolina at Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,0.026,-3.8,-1.5
2001,1,10,BOS,Joe Johnson,University of Arkansas,16,1183,42076,19649,4759,4838,0.442,0.372,0.801,35.6,16.6,4,4.1,79.6,0.091,0.5,26.4
2001,1,11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3,0.074,-2.2,-0.1
2001,1,12,SEA,Vladimir Radmanovic,,12,737,16164,5879,2784,998,0.415,0.378,0.758,21.9,8,3.8,1.4,26.5,0.079,-0.1,7.7
2001,1,13,HOU,Richard Jefferson,University of Arizona,16,1120,33242,14616,4584,2352,0.464,0.377,0.769,29.7,13.1,4.1,2.1,81.6,0.118,0.4,20
2001,1,14,GSW,Troy Murphy,University of Notre Dame,12,729,19921,7860,5708,1088,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,-0.1,9.5
2001,1,15,ORL,Steven Hunter,DePaul University,8,400,5993,1817,1264,79,0.56,0,0.485,15,4.5,3.2,0.2,10.6,0.085,-2.8,-1.3
2001,1,16,CHH,Kirk Haston,Indiana University,2,27,134,32,27,8,0.232,0,0.5,5,1.2,1,0.3,-0.5,-0.197,-13.5,-0.4
2001,1,17,TOR,Michael Bradley,Villanova University,5,173,2016,483,591,93,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2,0.047,-3.7,-0.9
2001,1,18,HOU,Jason Collins,Stanford University,13,735,14974,2621,2706,626,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-2,0.2
2001,1,19,POR,Zach Randolph,Michigan State University,16,1018,32113,17158,9479,1860,0.472,0.258,0.765,31.5,16.9,9.3,1.8,78,0.117,-0.3,13.7
2001,1,20,CLE,Brendan Haywood,University of North Carolina,13,816,18680,5538,4875,442,0.528,0,0.587,22.9,6.8,6,0.5,43.8,0.113,-0.2,8.4
2001,1,21,BOS,Joseph Forte,University of North Carolina,2,25,125,30,17,17,0.234,0,0.8,5,1.2,0.7,0.7,-0.4,-0.166,-10.1,-0.3
2001,1,22,ORL,Jeryl Sasser,Southern Methodist University,2,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.9,-0.2
2001,1,23,HOU,Brandon Armstrong,Pepperdine University,3,108,699,239,63,24,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-8.6,-1.2
2001,1,24,UTA,Raul Lopez,,2,113,2135,733,194,428,0.429,0.346,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-3.5,-0.8
2001,1,25,SAC,Gerald Wallace,University of Alabama,14,832,24731,9933,4838,1725,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,2.4,27.3
2001,1,26,PHI,Samuel Dalembert,Seton Hall University,13,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-0.7,7.2
2001,1,27,MEM,Jamaal Tinsley,Iowa State University,11,547,14443,4652,1605,3330,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,-0.4,5.7
2001,1,28,SAS,Tony Parker,,16,1109,35364,18210,3165,6487,0.494,0.328,0.754,31.9,16.4,2.9,5.8,107.5,0.146,1.1,27.4
2001,1,29,CHI,Trenton Hassell,Austin Peay State University,9,644,16278,3741,1826,1132,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.3,-1.3
2001,1,30,GSW,Gilbert Arenas,University of Arizona,11,552,19351,11402,2168,2909,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127,2.9,24.1
2001,2,31,ORL,Omar Cook,St. John's University,2,22,213,37,13,46,0.333,0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-6.1,-0.2
2001,2,32,MEM,Will Solomon,Clemson University,2,115,1584,584,132,225,0.378,0.298,0.692,13.8,5.1,1.1,2,0,0,-4.7,-1.1
2001,2,33,ATL,Terence Morris,University of Maryland,3,139,1934,472,377,93,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1,0.025,-3.6,-0.8
2001,2,34,NJN,Brian Scalabrine,University of Southern California,11,520,6772,1594,1034,436,0.39,0.344,0.783,13,3.1,2,0.8,7.6,0.054,-2.6,-1.1
2001,2,35,CLE,Jeff Trepagnier,University of Southern California,3,31,270,88,43,22,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-4.8,-0.2
2001,2,36,PHI,Damone Brown,Syracuse University,4,39,351,108,52,19,0.336,0.286,0.667,9,2.8,1.3,0.5,-0.7,-0.1,-10.3,-0.7
2001,2,37,DET,Mehmet Okur,,10,634,18429,8561,4436,1089,0.458,0.375,0.797,29.1,13.5,7,1.7,54.7,0.142,1.4,15.7
2001,2,38,NYK,Michael Wright,University of Arizona,,,,,,,,,,,,,,,,,
2001,2,39,SEA,Earl Watson,"University of California, Los Angeles",13,878,19494,5593,1985,3871,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,-1.8,1
2001,2,40,IND,Jamison Brewer,Auburn University,4,54,468,89,50,56,0.372,0.25,0.393,8.7,1.6,0.9,1,0,-0.001,-4.4,-0.3
2001,2,41,SEA,Bobby Simmons,DePaul University,10,466,11513,4189,1791,710,0.437,0.396,0.823,24.7,9,3.8,1.5,20.1,0.084,-0.1,5.4
2001,2,42,NYK,Eric Chenowith,University of Kansas,,,,,,,,,,,,,,,,,
2001,2,43,DAL,Kyle Hill,Eastern Illinois University,,,,,,,,,,,,,,,,,
2001,2,44,CHI,Sean Lampley,University of California,2,45,550,203,94,33,0.463,0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-3.2,-0.2
2001,2,45,MIN,Loren Woods,University of Arizona,6,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.9,-0.6
2001,2,46,DEN,Ousmane Cisse,,,,,,,,,,,,,,,,,,
2001,2,47,MEM,Antonis Fotsis,,1,28,320,108,62,10,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-4.9,-0.2
2001,2,48,MIA,Ken Johnson,Ohio State University,1,16,156,32,32,0,0.405,,0.333,9.8,2,2,0,0,-0.002,-10,-0.3
2001,2,49,POR,Ruben Boumtje-Boumtje,Georgetown University,3,44,276,43,57,6,0.368,,0.556,6.3,1,1.3,0.1,0.2,0.027,-4.5,-0.2
2001,2,50,PHO,Alton Ford,University of Houston,3,73,524,186,124,11,0.507,,0.697,7.2,2.5,1.7,0.2,0.8,0.074,-6.5,-0.6
2001,2,51,MIL,Andre Hutson,Michigan State University,,,,,,,,,,,,,,,,,
2001,2,52,UTA,Jarron Collins,Stanford University,10,542,8542,2095,1579,419,0.455,0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,-1.8,0.5
2001,2,53,DAL,Kenny Satterfield,University of Cincinnati,2,75,1062,321,95,176,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-6.1,-1.1
2001,2,54,SAC,Maurice Jeffers,Saint Louis University,,,,,,,,,,,,,,,,,
2001,2,55,SAS,Robertas Javtokas,,,,,,,,,,,,,,,,,,
2001,2,56,PHI,Alvin Jones,Georgia Institute of Technology,1,23,126,26,36,3,0.4,,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-4.5,-0.1
2001,2,57,SAS,Bryan Bracey,University of Oregon,,,,,,,,,,,,,,,,,
2000,1,1,NJN,Kenyon Martin,University of Cincinnati,15,757,23134,9325,5159,1439,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48,0.1,0.7,15.5
2000,1,2,VAN,Stromile Swift,Louisiana State University,9,547,10804,4582,2535,275,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,0.095,-1.9,0.2
2000,1,3,LAC,Darius Miles,,7,446,11730,4507,2190,840,0.472,0.168,0.59,26.3,10.1,4.9,1.9,9.5,0.039,-1.2,2.3
2000,1,4,CHI,Marcus Fizer,Iowa State University,6,289,6032,2782,1340,352,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-4.7,-4.1
2000,1,5,ORL,Mike Miller,University of Florida,17,1017,27682,10954,4343,2649,0.459,0.407,0.769,27.2,10.8,4.3,2.6,60.8,0.105,0.9,20.4
2000,1,6,ATL,DerMarr Johnson,University of Cincinnati,7,344,5930,2121,769,304,0.411,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052,-1.6,0.6
2000,1,7,CHI,Chris Mihm,University of Texas at Austin,8,436,8758,3262,2302,223,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,-3.8,-4.1
2000,1,8,CLE,Jamal Crawford,University of Michigan,17,1141,35054,17572,2697,4022,0.41,0.348,0.862,30.7,15.4,2.4,3.5,57.9,0.079,-0.8,11
2000,1,9,HOU,Joel Przybilla,University of Minnesota,13,592,11733,2293,3665,256,0.552,0,0.557,19.8,3.9,6.2,0.4,23,0.094,-0.9,3.3
2000,1,10,ORL,Keyon Dooling,University of Missouri,13,728,14134,5067,964,1601,0.416,0.349,0.799,19.4,7,1.3,2.2,18.5,0.063,-3,-3.6
2000,1,11,BOS,Jerome Moiso,"University of California, Los Angeles",5,145,1392,386,395,38,0.489,0,0.593,9.6,2.7,2.7,0.3,2.1,0.074,-3.8,-0.6
2000,1,12,DAL,Etan Thomas,Syracuse University,9,409,7084,2341,1927,149,0.513,,0.603,17.3,5.7,4.7,0.4,14.9,0.101,-2.6,-1
2000,1,13,ORL,Courtney Alexander,"California State University, Fresno",3,187,4067,1690,409,227,0.422,0.339,0.813,21.7,9,2.2,1.2,4.1,0.048,-4,-2.1
2000,1,14,DET,Mateen Cleaves,Michigan State University,6,167,1863,609,175,310,0.389,0.267,0.728,11.2,3.6,1,1.9,-0.8,-0.021,-6.3,-2
2000,1,15,MIL,Jason Collier,Georgia Institute of Technology,5,151,2178,841,443,51,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-6.3,-2.3
2000,1,16,SAC,Hedo Turkoglu,,15,997,26695,11022,3971,2832,0.426,0.384,0.784,26.8,11.1,4,2.8,63.3,0.114,1.2,21.4
2000,1,17,SEA,Desmond Mason,Oklahoma State University,10,643,19641,7767,2863,1049,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.056,-2.4,-1.9
2000,1,18,LAC,Quentin Richardson,DePaul University,13,783,20785,8032,3666,1138,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.3,8.9
2000,1,19,CHH,Jamaal Magloire,University of Kentucky,12,680,14621,4917,4408,386,0.48,0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.3
2000,1,20,PHI,Speedy Claxton,Hofstra University,7,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.7,2.8
2000,1,21,TOR,Morris Peterson,Michigan State University,11,711,19366,7628,2483,1090,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.089,0,9.7
2000,1,22,NYK,Donnell Harvey,University of Florida,5,205,3318,1150,827,161,0.46,0.1,0.659,16.2,5.6,4,0.8,4.7,0.069,-2.7,-0.6
2000,1,23,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,-3,-4.6
2000,1,24,CHI,Dalibor Bagaric,,3,95,973,251,238,37,0.361,0,0.559,10.2,2.6,2.5,0.4,-0.9,-0.043,-6.8,-1.2
2000,1,25,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,0.49,0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,-3.1,-1.3
2000,1,26,DEN,Mamadou N'Diaye,Auburn University,5,69,858,262,225,8,0.427,0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,-5.3,-0.7
2000,1,27,IND,Primoz Brezec,,8,342,6192,2452,1327,179,0.498,0.167,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-2.5,-0.8
2000,1,28,POR,Erick Barkley,St. John's University,2,27,266,77,21,40,0.356,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027,-3.8,-0.1
2000,1,29,LAL,Mark Madsen,Stanford University,9,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,-2.2,-0.2
2000,1,30,LAC,Marko Jaric,,7,447,11246,3193,1200,1600,0.404,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052,-0.5,4.3
2000,2,31,DAL,Dan Langhi,Vanderbilt University,4,133,1253,393,199,39,0.391,0.289,0.613,9.4,3,1.5,0.3,0.3,0.012,-6.8,-1.5
2000,2,32,CHI,A.J. Guyton,Indiana University,3,80,1246,442,80,147,0.377,0.378,0.822,15.6,5.5,1,1.8,0.3,0.01,-5.4,-1.1
2000,2,33,CHI,Jake Voskuhl,University of Connecticut,9,450,6443,1814,1539,237,0.487,0.333,0.714,14.3,4,3.4,0.5,11.6,0.087,-2.2,-0.3
2000,2,34,CHI,Khalid El-Amin,University of Connecticut,1,50,936,314,81,145,0.37,0.333,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-3.8,-0.4
2000,2,35,WAS,Mike Smith,University of Louisiana at Monroe,1,17,180,51,22,10,0.322,0.167,0.625,10.6,3,1.3,0.6,-0.1,-0.033,-5.5,-0.2
2000,2,36,NJN,Soumaila Samake,,2,47,303,68,76,5,0.389,,0.462,6.4,1.4,1.6,0.1,0.3,0.046,-6.5,-0.3
2000,2,37,MIA,Eddie House,Arizona State University,11,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20,0.077,-1.5,1.6
2000,2,38,HOU,Eduardo Najera,University of Oklahoma,12,619,11213,3052,2307,493,0.481,0.311,0.671,18.1,4.9,3.7,0.8,24.7,0.106,0.3,6.4
2000,2,39,NYK,Lavor Postell,St. John's University,3,61,446,195,45,13,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,-8.6,-0.7
2000,2,40,ATL,Hanno Mottola,University of Utah,2,155,2360,715,442,75,0.442,0.063,0.783,15.2,4.6,2.9,0.5,0.9,0.019,-5.8,-2.3
2000,2,41,SAS,Chris Carrawell,Duke University,,,,,,,,,,,,,,,,,
2000,2,42,SEA,Olumide Oyedeji,,3,93,587,127,196,11,0.495,,0.659,6.3,1.4,2.1,0.1,1.2,0.095,-4.7,-0.4
2000,2,43,MIL,Michael Redd,Ohio State University,12,629,20104,11972,2411,1338,0.447,0.38,0.838,32,19,3.8,2.1,55.9,0.134,0.9,14.9
2000,2,44,DET,Brian Cardinal,Purdue University,12,456,6477,2108,1050,465,0.408,0.372,0.861,14.2,4.6,2.3,1,15.4,0.114,0.7,4.5
2000,2,45,SAC,Jabari Smith,Louisiana State University,4,108,1063,329,178,66,0.413,0.125,0.69,9.8,3,1.6,0.6,1.3,0.058,-4,-0.5
2000,2,46,TOR,DeeAndre Hulett,College of the Sequoias,,,,,,,,,,,,,,,,,
2000,2,47,SEA,Josip Sesar,,,,,,,,,,,,,,,,,,
2000,2,48,PHI,Mark Karcher,Temple University,,,,,,,,,,,,,,,,,
2000,2,49,MIL,Jason Hart,Syracuse University,9,341,5289,1623,567,774,0.417,0.315,0.788,15.5,4.8,1.7,2.3,8.6,0.078,-1.7,0.3
2000,2,50,UTA,Kaniel Dickens,University of Idaho,3,19,85,22,12,2,0.4,0.333,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-5,-0.1
2000,2,51,MIN,Igor Rakocevic,,1,42,244,78,17,33,0.379,0.417,0.806,5.8,1.9,0.4,0.8,0.1,0.022,-7.1,-0.3
2000,2,52,MIA,Ernest Brown,Indian Hills Community College,1,3,21,3,6,0,0.167,,0.25,7,1,2,0,-0.2,-0.349,-24.7,-0.1
2000,2,53,DEN,Dan McClintock,Northern Arizona University,1,6,58,18,17,1,0.5,,0,9.7,3,2.8,0.2,0,0.007,-6.6,-0.1
2000,2,54,SAS,Cory Hightower,Indian Hills Community College,,,,,,,,,,,,,,,,,
2000,2,55,GSW,Chris Porter,Auburn University,1,51,1147,440,189,61,0.389,0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,-4.6,-0.8
2000,2,56,IND,Jaquay Walls,University of Colorado,,,,,,,,,,,,,,,,,
2000,2,57,ATL,Scoonie Penn,Ohio State University,,,,,,,,,,,,,,,,,
2000,2,58,DAL,Pete Mickeal,University of Cincinnati,,,,,,,,,,,,,,,,,
1999,1,1,CHI,Elton Brand,Duke University,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,33,15.9,8.5,2.1,109.6,0.151,3.1,45.2
1999,1,2,VAN,Steve Francis,University of Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,37.6,18.1,5.6,6,54.1,0.12,3.2,28.2
1999,1,3,CHH,Baron Davis,"University of California, Los Angeles",13,835,28592,13447,3183,6025,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.7,34.1
1999,1,4,LAC,Lamar Odom,University of Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77,0.115,2.5,36.3
1999,1,5,TOR,Jonathan Bender,,8,262,3847,1453,582,170,0.417,0.34,0.763,14.7,5.5,2.2,0.6,3.8,0.047,-3.5,-1.5
1999,1,6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127,0.5,12.8
1999,1,7,WAS,Richard Hamilton,University of Connecticut,14,921,29559,15708,2852,3125,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102,-0.6,10.5
1999,1,8,CLE,Andre Miller,University of Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.1,31.7
1999,1,9,PHO,Shawn Marion,"University of Nevada, Las Vegas",16,1163,40097,17700,10101,2198,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,3.2,52.1
